,89,90
vn474,0.0,0.0
vn474_ind,-0.0,-0.0
vn474_inda,1.0,1.0
vn474_indb,1.0,1.0
vn474_indc,0.0,0.0
vn474_indd,-0.0,-0.0
vn475,0.0,0.0
vn475_ind,-0.0,-0.0
vn475_inda,1.0,1.0
vn475_indb,1.0,1.0
vn475_indc,0.0,0.0
vn475_indd,-0.0,-0.0
vn476,0.0,0.0
vn476_ind,-0.0,-0.0
vn476_inda,1.0,1.0
vn476_indb,1.0,1.0
vn476_indc,0.0,0.0
vn476_indd,-0.0,-0.0
vn477,0.0,0.0
vn477_ind,-0.0,-0.0
vn477_inda,1.0,1.0
vn477_indb,1.0,1.0
vn477_indc,0.0,0.0
vn477_indd,-0.0,-0.0
vn478,0.0,0.0
vn478_ind,-0.0,-0.0
vn478_inda,1.0,1.0
vn478_indb,1.0,1.0
vn478_indc,0.0,0.0
vn478_indd,-0.0,-0.0
vn479,0.0,0.0
vn479_ind,-0.0,-0.0
vn479_inda,1.0,1.0
vn479_indb,1.0,1.0
vn479_indc,0.0,0.0
vn479_indd,-0.0,-0.0
vn47_ind,0.0,0.0
vn47_inda,1.0,1.0
vn47_indb,1.0,1.0
vn47_indc,0.0,0.0
vn47_indd,0.0,0.0
vn48,0.0,0.0
vn480,0.0,0.0
vn480_ind,-0.0,-0.0
vn480_inda,1.0,1.0
vn480_indb,1.0,1.0
vn480_indc,0.0,0.0
vn480_indd,-0.0,-0.0
vn481,0.0,0.0
vn481_ind,-0.0,-0.0
vn481_inda,1.0,1.0
vn481_indb,1.0,1.0
vn481_indc,0.0,0.0
vn481_indd,-0.0,-0.0
vn482,0.0,0.0
vn482_ind,-0.0,-0.0
vn482_inda,1.0,1.0
vn482_indb,1.0,1.0
vn482_indc,0.0,0.0
vn482_indd,-0.0,-0.0
vn483,0.0,0.0
vn483_ind,-0.0,-0.0
vn483_inda,1.0,1.0
vn483_indb,1.0,1.0
vn483_indc,0.0,0.0
vn483_indd,-0.0,-0.0
vn484,0.0,0.0
vn484_ind,-0.0,-0.0
vn484_inda,1.0,1.0
vn484_indb,1.0,1.0
vn484_indc,0.0,0.0
vn484_indd,-0.0,-0.0
vn485,0.0,0.0
vn485_ind,-0.0,-0.0
vn485_inda,1.0,1.0
vn485_indb,1.0,1.0
vn485_indc,0.0,0.0
vn485_indd,-0.0,-0.0
vn486,0.0,0.0
vn486_ind,-0.0,-0.0
vn486_inda,1.0,1.0
vn486_indb,1.0,1.0
vn486_indc,0.0,0.0
vn486_indd,-0.0,-0.0
vn487,0.0,0.0
vn487_ind,-0.0,-0.0
vn487_inda,1.0,1.0
vn487_indb,1.0,1.0
vn487_indc,0.0,0.0
vn487_indd,-0.0,-0.0
vn488,0.0,0.0
vn488_ind,-0.0,-0.0
vn488_inda,1.0,1.0
vn488_indb,1.0,1.0
vn488_indc,0.0,0.0
vn488_indd,-0.0,-0.0
vn489,0.0,0.0
vn489_ind,-0.0,-0.0
vn489_inda,1.0,1.0
vn489_indb,1.0,1.0
vn489_indc,0.0,0.0
vn489_indd,-0.0,-0.0
vn48_ind,0.0,0.0
vn48_inda,1.0,1.0
vn48_indb,1.0,1.0
vn48_indc,0.0,0.0
vn48_indd,0.0,0.0
vn49,0.0,0.0
vn490,0.0,0.0
vn490_ind,-0.0,-0.0
vn490_inda,1.0,1.0
vn490_indb,1.0,1.0
vn490_indc,0.0,0.0
vn490_indd,-0.0,-0.0
vn491,0.0,0.0
vn491_ind,-0.0,-0.0
vn491_inda,1.0,1.0
vn491_indb,1.0,1.0
vn491_indc,0.0,0.0
vn491_indd,-0.0,-0.0
vn492,0.0,0.0
vn492_ind,-0.0,-0.0
vn492_inda,1.0,1.0
vn492_indb,1.0,1.0
vn492_indc,0.0,0.0
vn492_indd,-0.0,-0.0
vn493,0.0,0.0
vn493_ind,-0.0,-0.0
vn493_inda,1.0,1.0
vn493_indb,1.0,1.0
vn493_indc,0.0,0.0
vn493_indd,-0.0,-0.0
vn494,0.0,0.0
vn494_ind,-0.0,-0.0
vn494_inda,1.0,1.0
vn494_indb,1.0,1.0
vn494_indc,0.0,0.0
vn494_indd,-0.0,-0.0
vn495,0.0,0.0
vn495_ind,-0.0,-0.0
vn495_inda,1.0,1.0
vn495_indb,1.0,1.0
vn495_indc,0.0,0.0
vn495_indd,-0.0,-0.0
vn496,0.0,0.0
vn496_ind,-0.0,-0.0
vn496_inda,1.0,1.0
vn496_indb,1.0,1.0
vn496_indc,0.0,0.0
vn496_indd,-0.0,-0.0
vn497,0.0,0.0
vn497_ind,-0.0,-0.0
vn497_inda,1.0,1.0
vn497_indb,1.0,1.0
vn497_indc,0.0,0.0
vn497_indd,-0.0,-0.0
vn498,0.0,0.0
vn498_ind,-0.0,-0.0
vn498_inda,1.0,1.0
vn498_indb,1.0,1.0
vn498_indc,0.0,0.0
vn498_indd,-0.0,-0.0
vn499,0.0,0.0
vn499_ind,-0.0,-0.0
vn499_inda,1.0,1.0
vn499_indb,1.0,1.0
vn499_indc,0.0,0.0
vn499_indd,-0.0,-0.0
vn49_ind,0.0,0.0
vn49_inda,1.0,1.0
vn49_indb,1.0,1.0
vn49_indc,0.0,0.0
vn49_indd,0.0,0.0
vn4_ind,0.0,0.0
vn4_inda,1.0,1.0
vn4_indb,1.0,1.0
vn4_indc,0.0,0.0
vn4_indd,0.0,0.0
vn5,0.0,0.0
vn50,0.0,0.0
vn500,0.0,0.0
vn500_ind,-0.0,-0.0
vn500_inda,1.0,1.0
vn500_indb,1.0,1.0
vn500_indc,0.0,0.0
vn500_indd,-0.0,-0.0
vn501,0.0,0.0
vn501_ind,-0.0,-0.0
vn501_inda,1.0,1.0
vn501_indb,1.0,1.0
vn501_indc,0.0,0.0
vn501_indd,-0.0,-0.0
vn502,0.0,0.0
vn502_ind,-0.0,-0.0
vn502_inda,1.0,1.0
vn502_indb,1.0,1.0
vn502_indc,0.0,0.0
vn502_indd,-0.0,-0.0
vn503,0.0,0.0
vn503_ind,-0.0,-0.0
vn503_inda,1.0,1.0
vn503_indb,1.0,1.0
vn503_indc,0.0,0.0
vn503_indd,-0.0,-0.0
vn504,0.0,0.0
vn504_ind,-0.0,-0.0
vn504_inda,1.0,1.0
vn504_indb,1.0,1.0
vn504_indc,0.0,0.0
vn504_indd,-0.0,-0.0
vn505,0.0,0.0
vn505_ind,-0.0,-0.0
vn505_inda,1.0,1.0
vn505_indb,1.0,1.0
vn505_indc,0.0,0.0
vn505_indd,-0.0,-0.0
vn506,0.0,0.0
vn506_ind,-0.0,-0.0
vn506_inda,1.0,1.0
vn506_indb,1.0,1.0
vn506_indc,0.0,0.0
vn506_indd,-0.0,-0.0
vn507,0.0,0.0
vn507_ind,-0.0,-0.0
vn507_inda,1.0,1.0
vn507_indb,1.0,1.0
vn507_indc,0.0,0.0
vn507_indd,-0.0,-0.0
vn508,0.0,0.0
vn508_ind,-0.0,-0.0
vn508_inda,1.0,1.0
vn508_indb,1.0,1.0
vn508_indc,0.0,0.0
vn508_indd,-0.0,-0.0
vn509,0.0,0.0
vn509_ind,-0.0,-0.0
vn509_inda,1.0,1.0
vn509_indb,1.0,1.0
vn509_indc,0.0,0.0
vn509_indd,-0.0,-0.0
vn50_ind,0.0,0.0
vn50_inda,1.0,1.0
vn50_indb,1.0,1.0
vn50_indc,0.0,0.0
vn50_indd,0.0,0.0
vn51,0.0,0.0
vn510,0.0,0.0
vn510_ind,-0.0,-0.0
vn510_inda,1.0,1.0
vn510_indb,1.0,1.0
vn510_indc,0.0,0.0
vn510_indd,-0.0,-0.0
vn511,0.0,0.0
vn511_ind,-0.0,-0.0
vn511_inda,1.0,1.0
vn511_indb,1.0,1.0
vn511_indc,0.0,0.0
vn511_indd,-0.0,-0.0
vn512,0.0,0.0
vn512_ind,-0.0,-0.0
vn512_inda,1.0,1.0
vn512_indb,1.0,1.0
vn512_indc,0.0,0.0
vn512_indd,-0.0,-0.0
vn513,0.0,0.0
vn513_ind,-0.0,-0.0
vn513_inda,1.0,1.0
vn513_indb,1.0,1.0
vn513_indc,0.0,0.0
vn513_indd,-0.0,-0.0
vn514,0.0,0.0
vn514_ind,-0.0,-0.0
vn514_inda,1.0,1.0
vn514_indb,1.0,1.0
vn514_indc,0.0,0.0
vn514_indd,-0.0,-0.0
vn515,0.0,0.0
vn515_ind,-0.0,-0.0
vn515_inda,1.0,1.0
vn515_indb,1.0,1.0
vn515_indc,0.0,0.0
vn515_indd,-0.0,-0.0
vn516,0.0,0.0
vn516_ind,-0.0,-0.0
vn516_inda,1.0,1.0
vn516_indb,1.0,1.0
vn516_indc,0.0,0.0
vn516_indd,-0.0,-0.0
vn517,0.0,0.0
vn517_ind,-0.0,-0.0
vn517_inda,1.0,1.0
vn517_indb,1.0,1.0
vn517_indc,0.0,0.0
vn517_indd,-0.0,-0.0
vn518,0.0,0.0
vn518_ind,-0.0,-0.0
vn518_inda,1.0,1.0
vn518_indb,1.0,1.0
vn518_indc,0.0,0.0
vn518_indd,-0.0,-0.0
vn519,0.0,0.0
vn519_ind,-0.0,-0.0
vn519_inda,1.0,1.0
vn519_indb,1.0,1.0
vn519_indc,0.0,0.0
vn519_indd,-0.0,-0.0
vn51_ind,0.0,0.0
vn51_inda,1.0,1.0
vn51_indb,1.0,1.0
vn51_indc,0.0,0.0
vn51_indd,0.0,0.0
vn52,0.0,0.0
vn520,0.0,0.0
vn520_ind,-0.0,-0.0
vn520_inda,1.0,1.0
vn520_indb,1.0,1.0
vn520_indc,0.0,0.0
vn520_indd,-0.0,-0.0
vn521,0.0,0.0
vn521_ind,-0.0,-0.0
vn521_inda,1.0,1.0
vn521_indb,1.0,1.0
vn521_indc,0.0,0.0
vn521_indd,-0.0,-0.0
vn522,0.0,0.0
vn522_ind,-0.0,-0.0
vn522_inda,1.0,1.0
vn522_indb,1.0,1.0
vn522_indc,0.0,0.0
vn522_indd,-0.0,-0.0
vn523,0.0,0.0
vn523_ind,-0.0,-0.0
vn523_inda,1.0,1.0
vn523_indb,1.0,1.0
vn523_indc,0.0,0.0
vn523_indd,-0.0,-0.0
vn524,0.0,0.0
vn524_ind,-0.0,-0.0
vn524_inda,1.0,1.0
vn524_indb,1.0,1.0
vn524_indc,0.0,0.0
vn524_indd,-0.0,-0.0
vn525,0.0,0.0
vn525_ind,-0.0,-0.0
vn525_inda,1.0,1.0
vn525_indb,1.0,1.0
vn525_indc,0.0,0.0
vn525_indd,-0.0,-0.0
vn526,0.0,0.0
vn526_ind,-0.0,-0.0
vn526_inda,1.0,1.0
vn526_indb,1.0,1.0
vn526_indc,0.0,0.0
vn526_indd,-0.0,-0.0
vn527,0.0,0.0
vn527_ind,-0.0,-0.0
vn527_inda,1.0,1.0
vn527_indb,1.0,1.0
vn527_indc,0.0,0.0
vn527_indd,-0.0,-0.0
vn528,0.0,0.0
vn528_ind,-0.0,-0.0
vn528_inda,1.0,1.0
vn528_indb,1.0,1.0
vn528_indc,0.0,0.0
vn528_indd,-0.0,-0.0
vn529,0.0,0.0
vn529_ind,-0.0,-0.0
vn529_inda,1.0,1.0
vn529_indb,1.0,1.0
vn529_indc,0.0,0.0
vn529_indd,-0.0,-0.0
vn52_ind,0.0,0.0
vn52_inda,1.0,1.0
vn52_indb,1.0,1.0
vn52_indc,0.0,0.0
vn52_indd,0.0,0.0
vn53,0.0,0.0
vn530,0.0,0.0
vn530_ind,-0.0,-0.0
vn530_inda,1.0,1.0
vn530_indb,1.0,1.0
vn530_indc,0.0,0.0
vn530_indd,-0.0,-0.0
vn531,0.0,0.0
vn531_ind,-0.0,-0.0
vn531_inda,1.0,1.0
vn531_indb,1.0,1.0
vn531_indc,0.0,0.0
vn531_indd,-0.0,-0.0
vn532,0.0,0.0
vn532_ind,-0.0,-0.0
vn532_inda,1.0,1.0
vn532_indb,1.0,1.0
vn532_indc,0.0,0.0
vn532_indd,-0.0,-0.0
vn533,0.0,0.0
vn533_ind,-0.0,-0.0
vn533_inda,1.0,1.0
vn533_indb,1.0,1.0
vn533_indc,0.0,0.0
vn533_indd,-0.0,-0.0
vn534,0.0,0.0
vn534_ind,-0.0,-0.0
vn534_inda,1.0,1.0
vn534_indb,1.0,1.0
vn534_indc,0.0,0.0
vn534_indd,-0.0,-0.0
vn535,0.0,0.0
vn535_ind,-0.0,-0.0
vn535_inda,1.0,1.0
vn535_indb,1.0,1.0
vn535_indc,0.0,0.0
vn535_indd,-0.0,-0.0
vn536,0.0,0.0
vn536_ind,-0.0,-0.0
vn536_inda,1.0,1.0
vn536_indb,1.0,1.0
vn536_indc,0.0,0.0
vn536_indd,-0.0,-0.0
vn537,0.0,0.0
vn537_ind,-0.0,-0.0
vn537_inda,1.0,1.0
vn537_indb,1.0,1.0
vn537_indc,0.0,0.0
vn537_indd,-0.0,-0.0
vn538,0.0,0.0
vn538_ind,-0.0,-0.0
vn538_inda,1.0,1.0
vn538_indb,1.0,1.0
vn538_indc,0.0,0.0
vn538_indd,-0.0,-0.0
vn539,0.0,0.0
vn539_ind,-0.0,-0.0
vn539_inda,1.0,1.0
vn539_indb,1.0,1.0
vn539_indc,0.0,0.0
vn539_indd,-0.0,-0.0
vn53_ind,0.0,0.0
vn53_inda,1.0,1.0
vn53_indb,1.0,1.0
vn53_indc,0.0,0.0
vn53_indd,0.0,0.0
vn54,0.0,0.0
vn540,0.0,0.0
vn540_ind,-0.0,-0.0
vn540_inda,1.0,1.0
vn540_indb,1.0,1.0
vn540_indc,0.0,0.0
vn540_indd,-0.0,-0.0
vn541,0.0,0.0
vn541_ind,-0.0,-0.0
vn541_inda,1.0,1.0
vn541_indb,1.0,1.0
vn541_indc,0.0,0.0
vn541_indd,-0.0,-0.0
vn542,0.0,0.0
vn542_ind,-0.0,-0.0
vn542_inda,1.0,1.0
vn542_indb,1.0,1.0
vn542_indc,0.0,0.0
vn542_indd,-0.0,-0.0
vn543,0.0,0.0
vn543_ind,-0.0,-0.0
vn543_inda,1.0,1.0
vn543_indb,1.0,1.0
vn543_indc,0.0,0.0
vn543_indd,-0.0,-0.0
vn544,0.0,0.0
vn544_ind,-0.0,-0.0
vn544_inda,1.0,1.0
vn544_indb,1.0,1.0
vn544_indc,0.0,0.0
vn544_indd,-0.0,-0.0
vn545,0.0,0.0
vn545_ind,-0.0,-0.0
vn545_inda,1.0,1.0
vn545_indb,1.0,1.0
vn545_indc,0.0,0.0
vn545_indd,-0.0,-0.0
vn546,0.0,0.0
vn546_ind,-0.0,-0.0
vn546_inda,1.0,1.0
vn546_indb,1.0,1.0
vn546_indc,0.0,0.0
vn546_indd,-0.0,-0.0
vn547,0.0,0.0
vn547_ind,-0.0,-0.0
vn547_inda,1.0,1.0
vn547_indb,1.0,1.0
vn547_indc,0.0,0.0
vn547_indd,-0.0,-0.0
vn548,0.0,0.0
vn548_ind,-0.0,-0.0
vn548_inda,1.0,1.0
vn548_indb,1.0,1.0
vn548_indc,0.0,0.0
vn548_indd,-0.0,-0.0
vn549,0.0,0.0
vn549_ind,-0.0,-0.0
vn549_inda,1.0,1.0
vn549_indb,1.0,1.0
vn549_indc,0.0,0.0
vn549_indd,-0.0,-0.0
vn54_ind,0.0,0.0
vn54_inda,1.0,1.0
vn54_indb,1.0,1.0
vn54_indc,0.0,0.0
vn54_indd,0.0,0.0
vn55,0.0,0.0
vn550,0.0,0.0
vn550_ind,-0.0,-0.0
vn550_inda,1.0,1.0
vn550_indb,1.0,1.0
vn550_indc,0.0,0.0
vn550_indd,-0.0,-0.0
vn551,0.0,0.0
vn551_ind,-0.0,-0.0
vn551_inda,1.0,1.0
vn551_indb,1.0,1.0
vn551_indc,0.0,0.0
vn551_indd,-0.0,-0.0
vn552,0.0,0.0
vn552_ind,-0.0,-0.0
vn552_inda,1.0,1.0
vn552_indb,1.0,1.0
vn552_indc,0.0,0.0
vn552_indd,-0.0,-0.0
vn553,0.0,0.0
vn553_ind,-0.0,-0.0
vn553_inda,1.0,1.0
vn553_indb,1.0,1.0
vn553_indc,0.0,0.0
vn553_indd,-0.0,-0.0
vn554,0.0,0.0
vn554_ind,-0.0,-0.0
vn554_inda,1.0,1.0
vn554_indb,1.0,1.0
vn554_indc,0.0,0.0
vn554_indd,-0.0,-0.0
vn555,0.0,0.0
vn555_ind,-0.0,-0.0
vn555_inda,1.0,1.0
vn555_indb,1.0,1.0
vn555_indc,0.0,0.0
vn555_indd,-0.0,-0.0
vn556,0.0,0.0
vn556_ind,-0.0,-0.0
vn556_inda,1.0,1.0
vn556_indb,1.0,1.0
vn556_indc,0.0,0.0
vn556_indd,-0.0,-0.0
vn557,0.0,0.0
vn557_ind,-0.0,-0.0
vn557_inda,1.0,1.0
vn557_indb,1.0,1.0
vn557_indc,0.0,0.0
vn557_indd,-0.0,-0.0
vn558,0.0,0.0
vn558_ind,-0.0,-0.0
vn558_inda,1.0,1.0
vn558_indb,1.0,1.0
vn558_indc,0.0,0.0
vn558_indd,-0.0,-0.0
vn559,0.0,0.0
vn559_ind,-0.0,-0.0
vn559_inda,1.0,1.0
vn559_indb,1.0,1.0
vn559_indc,0.0,0.0
vn559_indd,-0.0,-0.0
vn55_ind,0.0,0.0
vn55_inda,1.0,1.0
vn55_indb,1.0,1.0
vn55_indc,0.0,0.0
vn55_indd,0.0,0.0
vn56,0.0,0.0
vn560,0.0,0.0
vn560_ind,-0.0,-0.0
vn560_inda,1.0,1.0
vn560_indb,1.0,1.0
vn560_indc,0.0,0.0
vn560_indd,-0.0,-0.0
vn561,0.0,0.0
vn561_ind,-0.0,-0.0
vn561_inda,1.0,1.0
vn561_indb,1.0,1.0
vn561_indc,0.0,0.0
vn561_indd,-0.0,-0.0
vn562,0.0,0.0
vn562_ind,-0.0,-0.0
vn562_inda,1.0,1.0
vn562_indb,1.0,1.0
vn562_indc,0.0,0.0
vn562_indd,-0.0,-0.0
vn563,0.0,0.0
vn563_ind,-0.0,-0.0
vn563_inda,1.0,1.0
vn563_indb,1.0,1.0
vn563_indc,0.0,0.0
vn563_indd,-0.0,-0.0
vn564,0.0,0.0
vn564_ind,-0.0,-0.0
vn564_inda,1.0,1.0
vn564_indb,1.0,1.0
vn564_indc,0.0,0.0
vn564_indd,-0.0,-0.0
vn565,0.0,0.0
vn565_ind,-0.0,-0.0
vn565_inda,1.0,1.0
vn565_indb,1.0,1.0
vn565_indc,0.0,0.0
vn565_indd,-0.0,-0.0
vn566,0.0,0.0
vn566_ind,-0.0,-0.0
vn566_inda,1.0,1.0
vn566_indb,1.0,1.0
vn566_indc,0.0,0.0
vn566_indd,-0.0,-0.0
vn567,0.0,0.0
vn567_ind,-0.0,-0.0
vn567_inda,1.0,1.0
vn567_indb,1.0,1.0
vn567_indc,0.0,0.0
vn567_indd,-0.0,-0.0
vn568,0.0,0.0
vn568_ind,-0.0,-0.0
vn568_inda,1.0,1.0
vn568_indb,1.0,1.0
vn568_indc,0.0,0.0
vn568_indd,-0.0,-0.0
vn569,0.0,0.0
vn569_ind,-0.0,-0.0
vn569_inda,1.0,1.0
vn569_indb,1.0,1.0
vn569_indc,0.0,0.0
vn569_indd,-0.0,-0.0
vn56_ind,0.0,0.0
vn56_inda,1.0,1.0
vn56_indb,1.0,1.0
vn56_indc,0.0,0.0
vn56_indd,0.0,0.0
vn57,0.0,0.0
vn570,0.0,0.0
vn570_ind,-0.0,-0.0
vn570_inda,1.0,1.0
vn570_indb,1.0,1.0
vn570_indc,0.0,0.0
vn570_indd,-0.0,-0.0
vn571,0.0,0.0
vn571_ind,-0.0,-0.0
vn571_inda,1.0,1.0
vn571_indb,1.0,1.0
vn571_indc,0.0,0.0
vn571_indd,-0.0,-0.0
vn572,0.0,0.0
vn572_ind,-0.0,-0.0
vn572_inda,1.0,1.0
vn572_indb,1.0,1.0
vn572_indc,0.0,0.0
vn572_indd,-0.0,-0.0
vn573,0.0,0.0
vn573_ind,-0.0,-0.0
vn573_inda,1.0,1.0
vn573_indb,1.0,1.0
vn573_indc,0.0,0.0
vn573_indd,-0.0,-0.0
vn574,0.0,0.0
vn574_ind,-0.0,-0.0
vn574_inda,1.0,1.0
vn574_indb,1.0,1.0
vn574_indc,0.0,0.0
vn574_indd,-0.0,-0.0
vn575,0.0,0.0
vn575_ind,-0.0,-0.0
vn575_inda,1.0,1.0
vn575_indb,1.0,1.0
vn575_indc,0.0,0.0
vn575_indd,-0.0,-0.0
vn576,0.0,0.0
vn576_ind,-0.0,-0.0
vn576_inda,1.0,1.0
vn576_indb,1.0,1.0
vn576_indc,0.0,0.0
vn576_indd,-0.0,-0.0
vn577,0.0,0.0
vn577_ind,-0.0,-0.0
vn577_inda,1.0,1.0
vn577_indb,1.0,1.0
vn577_indc,0.0,0.0
vn577_indd,-0.0,-0.0
vn578,0.0,0.0
vn578_ind,-0.0,-0.0
vn578_inda,1.0,1.0
vn578_indb,1.0,1.0
vn578_indc,0.0,0.0
vn578_indd,-0.0,-0.0
vn579,0.0,0.0
vn579_ind,-0.0,-0.0
vn579_inda,1.0,1.0
vn579_indb,1.0,1.0
vn579_indc,0.0,0.0
vn579_indd,-0.0,-0.0
vn57_ind,0.0,0.0
vn57_inda,1.0,1.0
vn57_indb,1.0,1.0
vn57_indc,0.0,0.0
vn57_indd,0.0,0.0
vn58,0.0,0.0
vn580,0.0,0.0
vn580_ind,-0.0,-0.0
vn580_inda,1.0,1.0
vn580_indb,1.0,1.0
vn580_indc,0.0,0.0
vn580_indd,-0.0,-0.0
vn581,0.0,0.0
vn581_ind,-0.0,-0.0
vn581_inda,1.0,1.0
vn581_indb,1.0,1.0
vn581_indc,0.0,0.0
vn581_indd,-0.0,-0.0
vn582,0.0,0.0
vn582_ind,-0.0,-0.0
vn582_inda,1.0,1.0
vn582_indb,1.0,1.0
vn582_indc,0.0,0.0
vn582_indd,-0.0,-0.0
vn583,0.0,0.0
vn583_ind,-0.0,-0.0
vn583_inda,1.0,1.0
vn583_indb,1.0,1.0
vn583_indc,0.0,0.0
vn583_indd,-0.0,-0.0
vn584,0.0,0.0
vn584_ind,-0.0,-0.0
vn584_inda,1.0,1.0
vn584_indb,1.0,1.0
vn584_indc,0.0,0.0
vn584_indd,-0.0,-0.0
vn585,0.0,0.0
vn585_ind,-0.0,-0.0
vn585_inda,1.0,1.0
vn585_indb,1.0,1.0
vn585_indc,0.0,0.0
vn585_indd,-0.0,-0.0
vn586,0.0,0.0
vn586_ind,-0.0,-0.0
vn586_inda,1.0,1.0
vn586_indb,1.0,1.0
vn586_indc,0.0,0.0
vn586_indd,-0.0,-0.0
vn587,0.0,0.0
vn587_ind,-0.0,-0.0
vn587_inda,1.0,1.0
vn587_indb,1.0,1.0
vn587_indc,0.0,0.0
vn587_indd,-0.0,-0.0
vn588,0.0,0.0
vn588_ind,-0.0,-0.0
vn588_inda,1.0,1.0
vn588_indb,1.0,1.0
vn588_indc,0.0,0.0
vn588_indd,-0.0,-0.0
vn589,0.0,0.0
vn589_ind,-0.0,-0.0
vn589_inda,1.0,1.0
vn589_indb,1.0,1.0
vn589_indc,0.0,0.0
vn589_indd,-0.0,-0.0
vn58_ind,0.0,0.0
vn58_inda,1.0,1.0
vn58_indb,1.0,1.0
vn58_indc,0.0,0.0
vn58_indd,0.0,0.0
vn59,0.0,0.0
vn590,0.0,0.0
vn590_ind,-0.0,-0.0
vn590_inda,1.0,1.0
vn590_indb,1.0,1.0
vn590_indc,0.0,0.0
vn590_indd,-0.0,-0.0
vn591,0.0,0.0
vn591_ind,-0.0,-0.0
vn591_inda,1.0,1.0
vn591_indb,1.0,1.0
vn591_indc,0.0,0.0
vn591_indd,-0.0,-0.0
vn592,0.0,0.0
vn592_ind,-0.0,-0.0
vn592_inda,1.0,1.0
vn592_indb,1.0,1.0
vn592_indc,0.0,0.0
vn592_indd,-0.0,-0.0
vn593,0.0,0.0
vn593_ind,-0.0,-0.0
vn593_inda,1.0,1.0
vn593_indb,1.0,1.0
vn593_indc,0.0,0.0
vn593_indd,-0.0,-0.0
vn594,0.0,0.0
vn594_ind,-0.0,-0.0
vn594_inda,1.0,1.0
vn594_indb,1.0,1.0
vn594_indc,0.0,0.0
vn594_indd,-0.0,-0.0
vn595,0.0,0.0
vn595_ind,-0.0,-0.0
vn595_inda,1.0,1.0
vn595_indb,1.0,1.0
vn595_indc,0.0,0.0
vn595_indd,-0.0,-0.0
vn596,0.0,0.0
vn596_ind,-0.0,-0.0
vn596_inda,1.0,1.0
vn596_indb,1.0,1.0
vn596_indc,0.0,0.0
vn596_indd,-0.0,-0.0
vn597,0.0,0.0
vn597_ind,-0.0,-0.0
vn597_inda,1.0,1.0
vn597_indb,1.0,1.0
vn597_indc,0.0,0.0
vn597_indd,-0.0,-0.0
vn598,0.0,0.0
vn598_ind,-0.0,-0.0
vn598_inda,1.0,1.0
vn598_indb,1.0,1.0
vn598_indc,0.0,0.0
vn598_indd,-0.0,-0.0
vn599,0.0,0.0
vn599_ind,-0.0,-0.0
vn599_inda,1.0,1.0
vn599_indb,1.0,1.0
vn599_indc,0.0,0.0
vn599_indd,-0.0,-0.0
vn59_ind,0.0,0.0
vn59_inda,1.0,1.0
vn59_indb,1.0,1.0
vn59_indc,0.0,0.0
vn59_indd,0.0,0.0
vn5_ind,0.0,0.0
vn5_inda,1.0,1.0
vn5_indb,1.0,1.0
vn5_indc,0.0,0.0
vn5_indd,0.0,0.0
vn6,0.0,0.0
vn60,0.0,0.0
vn600,0.0,0.0
vn600_ind,-0.0,-0.0
vn600_inda,1.0,1.0
vn600_indb,1.0,1.0
vn600_indc,0.0,0.0
vn600_indd,-0.0,-0.0
vn601,0.0,0.0
vn601_ind,-0.0,-0.0
vn601_inda,1.0,1.0
vn601_indb,1.0,1.0
vn601_indc,0.0,0.0
vn601_indd,-0.0,-0.0
vn602,0.0,0.0
vn602_ind,-0.0,-0.0
vn602_inda,1.0,1.0
vn602_indb,1.0,1.0
vn602_indc,0.0,0.0
vn602_indd,-0.0,-0.0
vn603,0.0,0.0
vn603_ind,-0.0,-0.0
vn603_inda,1.0,1.0
vn603_indb,1.0,1.0
vn603_indc,0.0,0.0
vn603_indd,-0.0,-0.0
vn604,0.0,0.0
vn604_ind,-0.0,-0.0
vn604_inda,1.0,1.0
vn604_indb,1.0,1.0
vn604_indc,0.0,0.0
vn604_indd,-0.0,-0.0
vn605,0.0,0.0
vn605_ind,-0.0,-0.0
vn605_inda,1.0,1.0
vn605_indb,1.0,1.0
vn605_indc,0.0,0.0
vn605_indd,-0.0,-0.0
vn606,0.0,0.0
vn606_ind,-0.0,-0.0
vn606_inda,1.0,1.0
vn606_indb,1.0,1.0
vn606_indc,0.0,0.0
vn606_indd,-0.0,-0.0
vn607,0.0,0.0
vn607_ind,-0.0,-0.0
vn607_inda,1.0,1.0
vn607_indb,1.0,1.0
vn607_indc,0.0,0.0
vn607_indd,-0.0,-0.0
vn608,0.0,0.0
vn608_ind,-0.0,-0.0
vn608_inda,1.0,1.0
vn608_indb,1.0,1.0
vn608_indc,0.0,0.0
vn608_indd,-0.0,-0.0
vn609,0.0,0.0
vn609_ind,-0.0,-0.0
vn609_inda,1.0,1.0
vn609_indb,1.0,1.0
vn609_indc,0.0,0.0
vn609_indd,-0.0,-0.0
vn60_ind,0.0,0.0
vn60_inda,1.0,1.0
vn60_indb,1.0,1.0
vn60_indc,0.0,0.0
vn60_indd,0.0,0.0
vn61,0.0,0.0
vn610,0.0,0.0
vn610_ind,-0.0,-0.0
vn610_inda,1.0,1.0
vn610_indb,1.0,1.0
vn610_indc,0.0,0.0
vn610_indd,-0.0,-0.0
vn611,0.0,0.0
vn611_ind,-0.0,-0.0
vn611_inda,1.0,1.0
vn611_indb,1.0,1.0
vn611_indc,0.0,0.0
vn611_indd,-0.0,-0.0
vn612,0.0,0.0
vn612_ind,-0.0,-0.0
vn612_inda,1.0,1.0
